A0W1EAR7,San Vicente,Costa Rica
QHLA9RQ9,Yaguaraparo,Venezuela
MZI599EC,Castlepollard,Ireland
19HPPI3N,Bang Len,Thailand
TAE3QR2R,Roldanillo,Colombia
J02538BU,Ruy Barbosa,Brazil
FEJAMTBI,Nakhon Chai Si,Thailand
K1ZL1RL2,Cibanten,Indonesia
0COZVVA1,Khvānsār,Iran
VC4GSPEY,Nong Phai,Thailand
XJ778U85,Otutara,French Polynesia
BH4UOEE4,Dudchany,Ukraine
P6ULM08B,Abay,Kazakhstan
VGJECL8F,Ganting,China
NGSCFJ3S,Thanh Ba,Vietnam
Z3EE0KYM,Santa Maria,Brazil
OH2O2UQM,Qikeshu,China
C0VR0C2Q,Krasnogorskoye,Russia
C7SE2WGH,Huambo,Angola
Q37JVNLY,Södertälje,Sweden
BLF8OXO0,Berlin,Germany
PMNKTF3F,Tournan-en-Brie,France
JNS5NFB6,Dębowa Łąka,Poland
X0P0PSIA,Padangsidempuan,Indonesia
F506B5WS,Koina,Gambia
QRNERA10,Potrero Grande,Panama
ARK9YMT1,Halat,Indonesia
CLXQOAS9,Sembon,Indonesia
KVAP4Y4P,Ośno Lubuskie,Poland
TD4RB1O3,Valkeakoski,Finland
M8WG0A8F,Bāgh-e Maīdān,Afghanistan
NNOBSEW1,Ruokolahti,Finland
DPG82MUD,Zaïo,Morocco
N7O0BNK9,Mosteiró,Portugal
POQBJYQI,Ríohacha,Colombia
DOARYYUB,Qalqaman,Kazakhstan
9S2NMHNI,Seto,Japan
DUQUL1MA,Jiuheyuan,China
SGZFJD5E,Ochobo,Nigeria
PXW99FP0,Krzykosy,Poland
MK2N0UTU,Banjarejo,Indonesia
BBANB5VN,Xianyi,China
50TY96DL,Perjuangan,Indonesia
63AALH39,Łękawica,Poland
OJN62NQS,Cà Mau,Vietnam
4XGV18JP,Nashville,United States
M9KRF8WP,Yuecheng,China
662ERCHK,Jinping,China
XB73G8V5,Madrid,Colombia
QWZJE1YG,Capela,Portugal
NS0VP8NU,Lakeland,United States
5OGVDXGZ,Bålsta,Sweden
0N0KNUTF,Vessada,Portugal
PKTXKOD6,Chelgard,Iran
7LMM9MIG,Lagasit,Philippines
BCED811J,Tbilisskaya,Russia
TRE7AJ8E,Padre Burgos,Philippines
MM7033O2,Chizhou,China
WCAPKMNB,El Retén,Colombia
PRKT199I,Puzi,China
NY1TRZM8,Xipingle,China
ZR38M2YO,Wrocław,Poland
V3PB8Y83,Qionghai,China
QZRAJXTC,Taoshan,China
8IJP9WAT,Älvsjö,Sweden
P18A24WS,Itapira,Brazil
NSGY2DJU,Habartov,Czech Republic
9HHE50W1,Bāsawul,Afghanistan
CUB8RIKK,Kokotów,Poland
TDUL34WV,Melchor de Mencos,Guatemala
48VP4JUU,Harderwijk,Netherlands
B09RSVI3,Sopla,Indonesia
4LMQLLET,Usarin,Palestinian Territory
RBL3WPPO,Huxingshan,China
HQ9HNCIX,Armenia,Honduras
Y5LXFB1W,Laspezia,Italy
6E4E55L9,Skeldon,Guyana
Q5KHB6P1,Rouen,France
YWSUT1WQ,Shibli,Israel
TYUUJC9M,Gómez,Panama
VBVGFY2I,Osby,Sweden
DWTC2MN7,Melissochóri,Greece
2LN81SKK,Cleveland,United States
5RHUKTO2,Providencia,Colombia
CP6DF5JC,San Fernando,Honduras
QYY6VH77,Tianhu,China
XG5GPJ2D,Ramat Gan,Israel
IXWT337Y,Santa Lucía,Honduras
W8PRP58V,Jantake,Indonesia
IGQDIY7W,Sandao,China
1NYDGCRH,Huasahuasi,Peru
D4P6NFDV,Taipingzhuang,China
7W5IJL09,Ipiales,Colombia
PRLABDC1,Oula Xiuma,China
SM6TCSOF,Triteh,Indonesia
HEDTRVRB,Manjacaze,Mozambique
PSUDA0A4,Morden,Canada
PNZVY78T,Ōdachō-ōda,Japan
8EXR52E7,Kizhinga,Russia
KD6CWB98,Zarqa,Jordan
6T26G8DM,Longjumeau,France
4PTV4EQN,Labruge,Portugal
54QUHZDE,Baumata,Indonesia
MKGG3AOL,Santiago del Torno,Bolivia
OY1O7NAC,Pantenan,Indonesia
34OCNCZQ,Lalībela,Ethiopia
JAEEG8NA,Lijia,China
YXS6PWZ3,Ketapang,Indonesia
QEJLH1A9,Cimongkor,Indonesia
FYEZH8F8,Mingjiu,China
NEF06W66,Lusong,Philippines
J6O47L5C,Pakapasan Ilir,Indonesia
L7ZJFLLJ,Kopparberg,Sweden
17OR7R3P,Alunda,Sweden
BX9UGYDX,Carmo do Paranaíba,Brazil
6HBMH76W,Akure,Nigeria
AMR2HPQA,Midland,United States
KFQTNOO0,Botucatu,Brazil
YF6LQDA4,Bungtiang Barat,Indonesia
97UGUMLP,Philipsburg,Sint Maarten
GGSI9EHB,Bojawa,Indonesia
7KG1W5SV,Mranggen,Indonesia
TMW5FVMU,Traganón,Greece
TCIBOII8,Nanling,China
S8IU1D1J,Nanhuang,China
0SCH0F42,Fengting,China
PI3RON58,Nymburk,Czech Republic
M3S1RGDC,Sliema,Malta
7GDKP2MJ,Qila Saifullāh,Pakistan
X6F3IPIV,Milove,Ukraine
AH1SNS0B,Dongkeng,China
63C1R0RN,Engel’-Yurt,Russia
LUVMUWAC,Wawu,China
OXZJHRZO,Zhongfang,China
PVZOK8RZ,Budapest,Hungary
N6TT8B5E,Ambilobe,Madagascar
G53ZP11W,Kacha,Ukraine
0ESWTKY5,Paris 04,France
S8W6YF7K,Pokrovka,Kyrgyzstan
U61VE7X4,Verkhnye Syn’ovydne,Ukraine
UF1D0HCH,Mrozy,Poland
QY62QT5Q,Vol’no-Nadezhdinskoye,Russia
ZOBGHQIM,Lazaro Cardenas,Mexico
ANG581EO,Ålesund,Norway
88EGRS5Y,Nihommatsu,Japan
SK04Y1FY,Itupeva,Brazil
Z4M2COQK,Batudulang,Indonesia
9PZO6VBR,Jiangzhang,China
JY7XFSZV,Ketang,China
DTNYR8D7,Wola Rębkowska,Poland
PN8DRHME,Bamenda,Cameroon
TUDUG18I,Longsheng,China
3O0V40JL,Annecy,France
5W41HBJO,Baja Mar,Honduras
96BLUDW6,Baisha,China
4ENNLQBX,Caldas Novas,Brazil
273XI0LU,Kutao,China
D69XUUBJ,Johor Bahru,Malaysia
GPU8Y5OW,Zhongwei,China
1WYKDYQ2,Bílovice,Czech Republic
T5UZZYF2,Singkir,Indonesia
9TUNL4A9,Rizó,Greece
YJF9P0JN,Alubijid,Philippines
J4NDEOT0,Santiaoshi,China
CRZZX05R,Añatuya,Argentina
AGYBVX9W,Itatinga,Brazil
W7K4W8S4,Beisijia,China
YNOJ17BA,Apengjiang,China
5W51GF7A,Kota Bharu,Malaysia
68V34MYD,Beidajie,China
SXMET6UW,Bryukhovychi,Ukraine
4E1OKQP3,Vnorovy,Czech Republic
IN1DO8Q9,El Ingenio,Peru
37WE0QQI,Īlām,Iran
ZU4IM3QJ,Iwanuma,Japan
6UO2YWJC,Lapachito,Argentina
14VFSXAY,Mananara,Madagascar
0BN00D19,Santa Rita do Passa Quatro,Brazil
UQIYQ4QB,Fatumnasi,Indonesia
CIPN5TCI,Dongxiao,China
REQDGGTU,Barengkok Hilir,Indonesia
9T9PJY4S,Banjaranyar,Indonesia
GF8KWAOP,Parakanbeusi,Indonesia
YN0QXQOM,Huiyuan,China
OANGC2YB,Quchomo,China
2L8COS9C,Ad Dabbah,Sudan
C29U59V6,Modderfontein,South Africa
1ZHC8F1W,Viangxai,Laos
YNOK3YWJ,Negeriagung,Indonesia
SFUZH8QI,Vienna,United States
BXD2GQZD,Corral de Bustos,Argentina
KKF0FT5D,Králův Dvůr,Czech Republic
FKUCHBDC,Ruma,Nigeria
AAUSHY8N,Koroška Bela,Slovenia
TW6XFKH9,Lanxi,China
QU7C9RJ2,Apartadó,Colombia
Q0VK2M7B,Atyrá,Paraguay
0MQ5K6RW,Cabugao,Philippines
AYLXBCAV,Mohoro,Comoros
KPFN2BNV,Sukowiryo,Indonesia
09G049LQ,Rueil-Malmaison,France
WB183BU7,Granada,Spain
3N7OV94P,Jieshou,China
FV7U0248,Komsomol’s’ke,Ukraine
J31KL4WA,Skärholmen,Sweden
CY7COM7G,Quellouno,Peru
9PWA76EF,Stęszew,Poland
YE25RXB5,Tsant,Mongolia
JFHMMVCZ,Hiseti,Bosnia and Herzegovina
8ZIGLLPH,Mayakovski,Armenia
MGTKXNLB,Carvalhinho,Portugal
GTNO08Q5,Täby,Sweden
3U3TF08F,Independencia,Mexico
W0D6OHXF,Tenjolaya,Indonesia
3D31QUE2,Meipu,China
CSYG5GQG,Prawdzinski,Belarus
YQDJG26B,Sol’-Iletsk,Russia
H3O5QBN9,Pyhäjoki,Finland
SIM8CRPE,Chuoyuan,China
ATLFZP63,Banjiang,China
OQ2LUKX2,Det Udom,Thailand
U118BDNT,Aygeshat,Armenia
79FX7PHP,Carabayllo,Peru
2U425Y4S,Dadukou,China
YXPSZT25,Inashiki,Japan
S0O1F36V,Aracruz,Brazil
9C0UTWM9,Somerset East,South Africa
CPUI67OX,Colonia Minga Porá,Paraguay
ZMR9M1S1,Kuzhuping,China
A30VFGUB,Ani-e,Philippines
ENQMTO51,Pakis,Indonesia
BO6PQOCN,Ciudad Guayana,Venezuela
1WXNW4OW,Manonjaya,Indonesia
FAK89WI5,Piquete,Brazil
0VC5CGCG,Międzyrzecz,Poland
ZBDJ640R,Sacramento,United States
IB7AFTQA,Niebylec,Poland
XE1PMJOX,Flers,France
4Y5L2CF2,Margaharja,Indonesia
BICI06H2,Tampakan,Philippines
R59SWVHA,San Cristóbal Cucho,Guatemala
4CBZOOJ0,Noeltoko,Indonesia
RTUBTGKL,Pau,France
SI8KKUZ2,Jiaobei,China
ARF4Q450,Turiys’k,Ukraine
H01EZD08,Fylí,Greece
K3I9JI3L,Resplendor,Brazil
TBOPC53I,Shahbā,Syria
LDAZDW6X,Taipingying,China
F8AO8HFE,Otse,Botswana
TH79I1T7,Alavieska,Finland
7SJA97IF,Panchagarh,Bangladesh
KL7BR5L7,Buje,Croatia
I3JVGSIR,Talghar,Kazakhstan
Z7TKUIXP,Yangzhen,China
49S1UT8U,Douz,Tunisia
YZX23SUI,Mahuta,Tanzania
6QUDVX0Z,Tehrān,Iran
N9CM0C51,Cabanbanan,Philippines
MBIO0FBT,Longfeng,China
7OPRNS88,Mishan,China
JL4UGGU4,Iznoski,Russia
47KMJN73,Baganga,Philippines
BUUBQ0DR,Mungo,Philippines
RQE9XWXC,Jastrowie,Poland
ISU30KDN,Chita,Colombia
4B1TPPJO,Kuczbork-Osada,Poland
ZOP94LUJ,Rîşcani,Moldova
N1VZPQS2,Lanta Timur,Indonesia
9NAX99JC,Zürich,Switzerland
6TAR9VO3,Lizi,China
CB7J2X8A,Ustyuzhna,Russia
T5SP3XO9,Karangan,Indonesia
5NIT93L1,Capinzal,Brazil
2BIJAY6R,Mandangoa,Philippines
RJCGZW88,Bhātpāra Abhaynagar,Bangladesh
6PKV2N9D,Cerrillos,Argentina
IFUE50KK,Loket,Czech Republic
KDIKI5YH,San Agustín,El Salvador
IA49WZTZ,Saint Hubert,Mauritius
GWE6XOXA,Feicheng,China
